	T	rho	B2	P_virial	P_kappa	Sk0	kappa	mu	s2	Sk_max
0	0.909090909091	0.01	-3.19293349878	82.4854644693	0.0088006424092	1.06807982175	117.488780393	-4.24515215249	-8.34737519516e-05	1.06807982175
1	0.909090909091	0.02	-3.19293349878	300.521551594	0.0170282784178	1.14440004336	62.9420023847	-3.67299352348	-0.000334374513245	1.14440004336
2	0.909090909091	0.03	-3.19293349878	661.527537314	0.0246940277837	1.2305503048	45.1201778426	-3.36166582737	-0.000753440850022	1.2305503048
3	0.909090909091	0.04	-3.19293349878	1240.48180284	0.0318090539603	1.32861902493	36.5370231854	-3.15667986064	-0.00134150079306	1.32861902493
4	0.909090909091	0.05	-3.19293349878	2248.98679154	0.0383836582326	1.44143784258	31.7116325368	-3.00960174475	-0.00209959634724	1.44143784258
5	0.909090909091	0.06	-3.19293349878	3501.0331159	0.0444267410219	1.57300353062	28.8383980613	-2.89884953581	-0.00302919764906	1.57300353062
6	0.909090909091	0.07	-3.19293349878	5127.34706265	0.049944953666	1.72926520193	27.174167459	-2.81291343312	-0.00413259199744	1.72926520193
7	0.909090909091	0.08	-3.19293349878	5031.17111123	0.0549412244863	1.91975692377	26.3966577019	-2.74494095422	-0.0054136619753	1.91975692377
8	0.909090909091	0.09	-3.19293349878	8410.56301979	0.0594118219479	2.16154449216	26.4188771264	-2.69055874066	-0.00687969087376	2.16154449216
9	0.909090909091	0.1	-3.19293349878	12745.3790326	0.0633391157137	2.49145141139	27.4059655252	-2.64690443565	-0.00854672142551	2.49145141139
10	0.909090909091	0.11	-3.19293349878	12455.6488023	0.0666639152886	3.0295370235	30.295370235	-2.61242126223	-0.0104659978359	3.0295370235
