	T	rho	B2	P_virial	P_kappa	Sk0	kappa	mu	s2	Sk_max
0	1.19047619048	0.01	-1.20011377239	52.320533327	0.0117618912176	1.02289718314	85.9233633837	-5.50928509231	-6.28834866438e-05	1.02289718314
1	1.19047619048	0.02	-1.20011377239	204.242844872	0.0232726518453	1.04581460331	43.9242133388	-4.71045572979	-0.000251119212424	1.04581460331
2	1.19047619048	0.03	-1.20011377239	473.254479206	0.0345341197716	1.06867955947	29.9230276652	-4.25350087518	-0.00056407537233	1.06867955947
3	1.19047619048	0.04	-1.20011377239	900.893825677	0.0455577947161	1.09141328117	22.9196789045	-3.9361498642	-0.00100111070036	1.09141328117
4	1.19047619048	0.05	-1.20011377239	1568.19161081	0.0563552047619	1.11393098386	18.7140405289	-3.69500687218	-0.00156157880175	1.11393098386
5	1.19047619048	0.06	-1.20011377239	2242.96227444	0.0669379032491	1.13614201034	15.9059881447	-3.50182878823	-0.00224483246154	1.13614201034
6	1.19047619048	0.07	-1.20011377239	3557.55087722	0.0773174672647	1.15795007059	13.895400847	-3.34154588944	-0.00305022779357	1.15795007059
7	1.19047619048	0.08	-1.20011377239	3457.61265259	0.0875054977602	1.17925358606	12.3821626536	-3.20515952825	-0.00397712854356	1.17925358606
8	1.19047619048	0.09	-1.20011377239	4782.93144985	0.0975136213012	1.19994615758	11.1994974707	-3.08686245577	-0.00502490968562	1.19994615758
9	1.19047619048	0.1	-1.20011377239	7425.79976859	0.107353493476	1.21991714851	10.2473040474	-2.98268687407	-0.0061929616767	1.21991714851
10	1.19047619048	0.11	-1.20011377239	7594.82575299	0.117036804	1.23905240164	9.46185470342	-2.88980025772	-0.00748069420742	1.23905240164
11	1.19047619048	0.12	-1.20011377239	8001.65068538	0.126575283505	1.25723509149	8.80064564045	-2.80610883979	-0.00888753920395	1.25723509149
12	1.19047619048	0.13	-1.20011377239	8667.37748387	0.135980712065	1.27434669731	8.23424019801	-2.73002031412	-0.0104129546908	1.27434669731
