	T	rho	B2	P_virial	P_kappa	Sk0	kappa	mu	s2	Sk_max
0	0.925925925926	0.8	-3.01166561719	70067.9514444	0.740740740741	0.288083303799	0.388912460128	-0.477304738025	-0.423301101654	2.12855291571
1	0.925925925926	0.79	-3.01166561719	-63919.6295606	0.710014533961	0.315891640716	0.431851863258	-0.63188622371	-0.411660956691	2.10074611873
2	0.925925925926	0.78	-3.01166561719	-62728.0234967	0.682008269717	0.346775437354	0.480150605567	-0.774162023078	-0.400298671744	2.0739786307
3	0.925925925926	0.77	-3.01166561719	-60777.9055184	0.656510683027	0.381131238502	0.534573685172	-0.905045283831	-0.38920525966	2.04822652313
4	0.925925925926	0.76	-3.01166561719	-57429.3678963	0.633325295429	0.419414604206	0.596010227029	-1.02538490153	-0.378372150355	2.02346272793
5	0.925925925926	0.75	-3.01166561719	-56613.3837366	0.612269393926	0.4621501048	0.665496150912	-1.13597029052	-0.367791180087	1.99965791626
6	0.925925925926	0.74	-3.01166561719	-53632.9749421	0.593173090021	0.509943255531	0.744241508072	-1.23753578051	-0.357454572599	1.97678120999
7	0.925925925926	0.73	-3.01166561719	-52715.7206027	0.57587845251	0.563494821844	0.833663572043	-1.33076463826	-0.34735492175	1.95480075638
8	0.925925925926	0.72	-3.01166561719	-51294.9868725	0.560238708096	0.623618065015	0.935427097522	-1.41629275509	-0.337485174452	1.93368418863
9	0.925925925926	0.71	-3.01166561719	-48962.9356778	0.546117504461	0.691259661505	1.05149356961	-1.49471201934	-0.327838615159	1.91339899335
10	0.925925925926	0.7	-3.01166561719	-47865.3219035	0.533388230969	0.767525279358	1.18418185958	-1.56657340383	-0.31840885133	1.89391280227
11	0.925925925926	0.69	-3.01166561719	-45349.468917	0.521933392687	0.853711143404	1.33624352881	-1.63238979041	-0.309189800534	1.875193624
12	0.925925925926	0.68	-3.01166561719	-43332.3902844	0.511644033894	0.951343432726	1.51095721668	-1.69263854883	-0.300175678646	1.8572100301
13	0.925925925926	0.67	-3.01166561719	-42342.4537102	0.502419207683	1.0622281407	1.7122483462	-1.74776389135	-0.291360990621	1.83993130882
14	0.925925925926	0.66	-3.01166561719	-38297.0909433	0.494165488759	1.18851522713	1.94484309894	-1.79817901663	-0.282740522682	1.82332759977
15	0.925925925926	0.65	-3.01166561719	-37575.467162	0.486796526991	1.3327827992	2.21446988174	-1.84426805455	-0.274309338655	1.80737002392
16	0.925925925926	0.64	-3.01166561719	-36668.2688472	0.480232639854	1.49815019307	2.52812845081	-1.8863878282	-0.266062779085	1.79203082464
17	0.925925925926	0.63	-3.01166561719	-31483.043003	0.47440044264	1.68843401425	2.89445831014	-1.92486943371	-0.257996466277	1.77728354033
18	0.925925925926	0.62	-3.01166561719	-33632.5202884	0.469232516187	1.90837023759	3.32425783322	-1.96001964368	-0.250106316211	1.90837023759
19	0.925925925926	0.61	-3.01166561719	-29882.6299657	0.464667113445	2.16394170122	3.83124104478	-1.99212213408	-0.242388560666	2.16394170122
20	0.925925925926	0.6	-3.01166561719	-28806.7150601	0.460647908422	2.46288053231	4.43318495815	-2.0214385049	-0.234839785941	2.46288053231
21	0.925925925926	0.59	-3.01166561719	-24549.5467696	0.457123795085	2.81547500004	5.15375084754	-2.04820906486	-0.22745699514	2.81547500004
22	0.925925925926	0.58	-3.01166561719	-28031.181322	0.454048751162	3.23593562867	6.02553530857	-2.07265327426	-0.220237713074	3.23593562867
23	0.925925925926	0.57	-3.01166561719	-24060.9643687	0.451381796299	3.74486087166	7.09552586209	-2.09496965207	-0.213180163579	3.74486087166
24	0.925925925926	0.56	-3.01166561719	-25477.5571609	0.449087105425	4.37405880948	8.43568484685	-2.11533466799	-0.206283595092	4.37405880948
25	0.925925925926	0.55	-3.01166561719	-10657.2957901	0.447134414268	5.17703710758	10.1658183203	-2.13389946268	-0.199548914346	5.17703710758
26	0.925925925926	0.54	-3.01166561719	13150.4661674	0.445500070234	6.25556617427	12.5111323485	-2.15078095423	-0.192980124339	6.25556617427
27	0.925925925926	0.53	-3.01166561719	56687.5338689	0.444169869832	7.84525059802	15.9865483884	-2.1660345371	-0.186588314401	7.84525059802
28	0.925925925926	0.52	-3.01166561719	11743.8883992	0.443149439921	10.7587956427	22.3451909502	-2.17953104255	-0.180408604595	10.7587956427
